Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Maleficent: Mistress of Evil,(2019),"Adventure,Family,Fantasy","Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.","https://m.media-amazon.com/images/M/MV5BMWFmNWZmZWYtMWM3OC00YTYyLWIxNDMtOTRjNzhiYWQ0MDIwXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_UX67_CR0,0,67,98_AL_.jpg",6348138,https://www.imdb.com/title/tt6348138/,97 min,U,"40,479",6.6,Posters\6348138.jpg
Constantine,(2014–2015),"Crime,Drama,Fantasy","For the first time, Brandon Beckett, Richard Miller and Sgt. Thomas Beckett join forces in Colombia to take down a brutal drug cartel.","https://m.media-amazon.com/images/M/MV5BYjVmYWRmYjgtODEyNS00ZTgwLTg5NDYtMDcyNzQ3ZGUyOGUyXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY98_CR3,0,67,98_AL_.jpg",6349302,https://www.imdb.com/title/tt6349302/,107 min,PG,"75,954",6.3,Posters\6349302.jpg
The Road,(2016–2018),"Animation,Comedy,Fantasy","Saiki Kusuo is a powerful psychic who hates attracting attention, yet he is surrounded by colorful characters who always find a way to remove him from his everyday life.","https://m.media-amazon.com/images/M/MV5BYmFiNTU2YWUtZjVjYy00MDJmLThlNzMtYTBhNzZmMmUyN2JlXkEyXkFqcGdeQXVyMTMzNDc0Nzky._V1_UX67_CR0,0,67,98_AL_.jpg",6354518,https://www.imdb.com/title/tt6354518/,24 min,R,"8,067",6.5,Posters\6354518.jpg
Rogue,(2007),"Action,Drama,Horror","As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_UX67_CR0,0,67,98_AL_.jpg",6359956,https://www.imdb.com/title/tt6359956/,30 min,R,"11,364",6.9,Posters\6359956.jpg
The Book of Boba Fett,(2021– ),"Action,Adventure,Sci-Fi",A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,"https://m.media-amazon.com/images/M/MV5BZjlhOWE3YjktY2MzOC00ZmQ1LWIwNjgtZmVhZmFjZGExMzgyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",6394270,https://www.imdb.com/title/tt6394270/,100 min,R,559,6.1,Posters\6394270.jpg
Downton Abbey,(2019),"Drama,Romance","The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.","https://m.media-amazon.com/images/M/MV5BMmQxNGRkMjYtZTAyMy00MDUyLThiNmYtODI1NTkyNmI0ZTNlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg",6398184,https://www.imdb.com/title/tt6398184/,122 min,UA,"57,859",7.4,Posters\6398184.jpg
On Becoming a God in Central Florida,(2019),Comedy,"In 1992 Central Florida, a minimum-wage water park employee lies, schemes, and cons her way up the ranks of the cultish, multibillion-dollar pyramid scheme that drove her family to ruin.","https://m.media-amazon.com/images/M/MV5BMDA3ODNjZGUtZWVkYi00Yjk2LTliZmEtNWRiNDQ5ZWQyY2QwXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY98_CR3,0,67,98_AL_.jpg",6398232,https://www.imdb.com/title/tt6398232/,46 min,16,"7,136",7.2,Posters\6398232.jpg
Blood Red Sky,(2021),"Action,Adventure,Drama",A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,"https://m.media-amazon.com/images/M/MV5BMDQ0MWEzMDEtMGZmNC00NjQ0LWJlNDItZDMyNDc5MmFkODJjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",6402468,https://www.imdb.com/title/tt6402468/,103 min,16,"32,102",5.7,Posters\6402468.jpg
Alien Resurrection,(1997),"Drama,Romance","In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.","https://m.media-amazon.com/images/M/MV5BMzExZTFiM2EtN2QyYS00YWZiLWFlOTMtZGYzMWI4MTNkZGYzXkEyXkFqcGdeQXVyNzk3NjQ1MTc@._V1_UX67_CR0,0,67,98_AL_.jpg",6408226,https://www.imdb.com/title/tt6408226/,117 min,R,"19,150",6.7,Posters\6408226.jpg
The Ballad of Buster Scruggs,(2018),"Comedy,Drama,Musical","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","https://m.media-amazon.com/images/M/MV5BYjRkYTI3M2EtZWQ4Ny00OTA2LWFmMTMtY2E4MTEyZmNjOTMxXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",6412452,https://www.imdb.com/title/tt6412452/,133 min,18,"150,974",7.3,Posters\6412452.jpg
K.G.F: Chapter 1,(2018),"Action,Crime,Drama","Ten home potters from around the country head to Stoke-on-Trent, the home of pottery, in their quest to become Top Potter.","https://m.media-amazon.com/images/M/MV5BNTUxOTU1OWItZWEzMC00ZDExLWFiYTEtNGNjYTM5YWEzNTgzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",6417190,https://www.imdb.com/title/tt6417190/,44 min,A,"2,107",6.0,Posters\6417190.jpg
Blood,(II) (2018– ),"Crime,Drama,Mystery",A dramatization of the life and death of Montreal mob boss Vito Rizzuto.,"https://m.media-amazon.com/images/M/MV5BMzRmNzZkMmMtMzU5YS00ZThhLWE2YzItZTNhNGMwMmI1MjQyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",6423364,https://www.imdb.com/title/tt6423364/,47 min,UA,"222,062",5.3,Posters\6423364.jpg
Free Dance,(2016),"Music,Romance",A young choreographer casts a contemporary dancer and an innovative pianist in New York's most anticipated new Broadway show.,"https://m.media-amazon.com/images/M/MV5BYjk5MzVjOGMtOTNiOC00MGIwLTg0NTctZTlkODMwODlmNjAyXkEyXkFqcGdeQXVyMTg0MTI3Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",6428150,https://www.imdb.com/title/tt6428150/,93 min,A,"144,967",5.8,Posters\6428150.jpg
Young Guns II,(2022),Documentary,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.","https://m.media-amazon.com/images/M/MV5BNjkwYzY2OTgtYjNiZi00YmNiLTk5YTQtZTQyZjM1YzA1ZmMwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",6432466,https://www.imdb.com/title/tt6432466/,99 min,U,"70,982",7.0,Posters\6432466.jpg
Anna and the Apocalypse,(2017),"Comedy,Horror,Musical","A zombie apocalypse threatens the sleepy town of Little Haven - at Christmas - forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.","https://m.media-amazon.com/images/M/MV5BMTU4NTM4NDQyNV5BMl5BanBnXkFtZTgwMjY0NTI0NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",6433880,https://www.imdb.com/title/tt6433880/,93 min,R,"14,183",6.0,Posters\6433880.jpg
For the People,(2018–2019),Drama,"Set in the Southern District of New York Federal Court, brand-new lawyers work for both the defense and the prosecution as they handle the most high-profile and high-stakes cases in the country--all as their personal lives intersect.","https://m.media-amazon.com/images/M/MV5BMTU4MzAwNDgyOV5BMl5BanBnXkFtZTgwMDEyMjE2NDM@._V1_UX67_CR0,0,67,98_AL_.jpg",6437276,https://www.imdb.com/title/tt6437276/,96 min,R,"74,810",5.4,Posters\6437276.jpg
We're the Millers,(2017–2023),"Crime,Drama",A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.,"https://m.media-amazon.com/images/M/MV5BYzdhNDE0YTItNGJiMi00YzYyLTk0YTktODViNTU3Njk1MWY4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6439752,https://www.imdb.com/title/tt6439752/,22 min,Not Rated,"54,274",5.7,Posters\6439752.jpg
Blaze,(2018),"Biography,Drama,Music","A reimagining of the life and times of Blaze Foley, the unsung songwriting legend of the Texas Outlaw Music movement.","https://m.media-amazon.com/images/M/MV5BMjQ1MzU2NDU3Nl5BMl5BanBnXkFtZTgwMDQ2MTkwNjM@._V1_UX67_CR0,0,67,98_AL_.jpg",6443294,https://www.imdb.com/title/tt6443294/,129 min,R,"21,754",5.9,Posters\6443294.jpg
It's Always Sunny in Philadelphia,(2005– ),Comedy,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.","https://m.media-amazon.com/images/M/MV5BYzZkOGUwMzMtMTgyNS00YjFlLTg5NzYtZTE3Y2E5YTA5NWIyXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX67_CR0,0,67,98_AL_.jpg",6443346,https://www.imdb.com/title/tt6443346/,60 min,16+,"36,359",5.3,Posters\6443346.jpg
The Coldest Game,(2019),"History,Sport,Thriller","During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage.","https://m.media-amazon.com/images/M/MV5BODBlNDM1OTMtYTg3Yy00NWM4LWE1MTMtYjVhMzU1ZTk2MTE0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY98_CR1,0,67,98_AL_.jpg",6445414,https://www.imdb.com/title/tt6445414/,30 min,16,"24,478",6.6,Posters\6445414.jpg
The Domestics,(2020),"Comedy,Crime,Drama","The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.","https://m.media-amazon.com/images/M/MV5BMTRjNDc5NTAtZGJlYS00NTg4LTk2NTEtNGUwY2NiZWM3YTY2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_UX67_CR0,0,67,98_AL_.jpg",6450186,https://www.imdb.com/title/tt6450186/,99 min,R,"3,896",5.5,Posters\6450186.jpg
Terminator: Dark Fate,(2019),"Action,Adventure,Sci-Fi","An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.","https://m.media-amazon.com/images/M/MV5BNzhlYjE5MjMtZDJmYy00MGZmLTgwN2MtZGM0NTk2ZTczNmU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6450804,https://www.imdb.com/title/tt6450804/,128 min,UA,"180,527",6.2,Posters\6450804.jpg
The Replacement Killers,(1998),"Action,Crime,Thriller",A US weapons manufacturer tests its 4 killer robots on heroin producers in the Golden Triangle in SEAsia. It goes haywire.,"https://m.media-amazon.com/images/M/MV5BYThhYTY4YTgtZDM4OS00ZDdiLWI5NTItMDBkYjc0ODM2MzU3XkEyXkFqcGdeQXVyNDQ0MDAxNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6456326,https://www.imdb.com/title/tt6456326/,182 min,R,"1,910",5.4,Posters\6456326.jpg
Bad Boys II,(2003),"Action,Horror,Sci-Fi",A former philosophy professor who takes a job teaching advanced placement biology uses his students to get back at the people in his life who have wronged him.,"https://m.media-amazon.com/images/M/MV5BNDNhZTIyNDUtNWY4ZC00MDdmLTliN2QtMmFmZTZjMTk2M2Y0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6461726,https://www.imdb.com/title/tt6461726/,21 min,UA 16+,"13,660",6.9,Posters\6461726.jpg
Frost/Nixon,(2021),"Crime,Drama,Mystery",The complex world of our bravest military heroes who make personal sacrifices while executing the most challenging and dangerous missions behind enemy lines.,"https://m.media-amazon.com/images/M/MV5BMzVlODk0ZDYtMmI0YS00YmYxLWI1ODctYzE3YzkwMmVlZDZiXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg",6461736,https://www.imdb.com/title/tt6461736/,109 min,R,"73,530",7.2,Posters\6461736.jpg
A Walk to Remember,(2013),"Adventure,Horror",Newly dumped thirty-somethings Peter and Emma team up to sabotage their exes' new relationships and win them back for good.,"https://m.media-amazon.com/images/M/MV5BZTVhMThmNGEtMzZiYy00MDQ4LTg2NjEtOTJlZGM1MThjMDk5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",6462958,https://www.imdb.com/title/tt6462958/,96 min,U,"144,329",6.9,Posters\6462958.jpg
The Haunting of Hill House,(2022– ),"Drama,Horror,Mystery",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,"https://m.media-amazon.com/images/M/MV5BMWRiZGQ1NDMtODQ2OS00MDlhLWJkZGYtM2ZmNjlhZThjOWRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6467266,https://www.imdb.com/title/tt6467266/,117 min,U,"43,789",8.1,Posters\6467266.jpg
The Orville,(2017– ),"Adventure,Comedy,Drama",An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,"https://m.media-amazon.com/images/M/MV5BODI0ZTljYTMtODQ1NC00NmI0LTk1YWUtN2FlNDM1MDExMDlhXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UX67_CR0,0,67,98_AL_.jpg",6468322,https://www.imdb.com/title/tt6468322/,169 min,R,"10,462",6.1,Posters\6468322.jpg
The Russia House,(1990),"Drama,Romance,Thriller",Vince is forced to re-think his laid-back lifestyle following an unexpected visit.,"https://m.media-amazon.com/images/M/MV5BNDFkNThiZDAtYzYyNC00MDllLWI0ZjAtNDQyMzY4MGNmMGM3XkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg",6470396,https://www.imdb.com/title/tt6470396/,46 min,PG,"5,818",7.9,Posters\6470396.jpg
Sex Education,(2019– ),"Comedy,Romance","Shaun Murphy, a young surgeon with autism and Savant syndrome, is recruited into the surgical unit of a prestigious hospital.","https://m.media-amazon.com/images/M/MV5BMTViMDJlYzEtOTUxNi00ZTU5LWI5MTYtMGViNTQ4NTVkYTMyXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_UX67_CR0,0,67,98_AL_.jpg",6470478,https://www.imdb.com/title/tt6470478/,41 min,A,"5,091",6.2,Posters\6470478.jpg
Five Feet Apart,(2019),"Drama,Romance","A pair of teenagers with cystic fibrosis meet in a hospital and fall in love, though their disease means they must avoid close physical contact.","https://m.media-amazon.com/images/M/MV5BNzVmMjJlN2MtNWQ4Ny00Zjc2LWJjYTgtYjJiNGM5MTM1ZTlkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg",6472976,https://www.imdb.com/title/tt6472976/,116 min,UA,"155,858",6.8,Posters\6472976.jpg
The Good Girl,(I) (2020),"Biography,Drama,Music","Based on real events, a young musician discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.","https://m.media-amazon.com/images/M/MV5BYzk5YjUxZDctOTE4Ni00ODc0LThjY2QtNzYzODI5YjEyMWEyXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX67_CR0,0,67,98_AL_.jpg",6473066,https://www.imdb.com/title/tt6473066/,82 min,PG-13,"96,833",6.9,Posters\6473066.jpg
I Love My Dad,(2022),"Adventure,Drama,History","The lives of the elite Navy SEALs as they train, plan, and execute the most dangerous, high-stakes missions the United States of America can ask.","https://m.media-amazon.com/images/M/MV5BMWQxMWI3ZmYtYjQzMC00M2MyLTliN2YtMzgyZTQ2OThhZWQ4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg",6473344,https://www.imdb.com/title/tt6473344/,43 min,16,"27,474",7.7,Posters\6473344.jpg
Downton Abbey: A New Era,(2022),"Drama,Romance",Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take back their power.,"https://m.media-amazon.com/images/M/MV5BYmFmNTVjM2ItNDNmNC00NTU3LWIwNDQtNDhlNThhNjE1MDBjXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY98_CR3,0,67,98_AL_.jpg",6474378,https://www.imdb.com/title/tt6474378/,43 min,16,"53,674",7.7,Posters\6474378.jpg
Wonder Woman,(2017),"Action,Adventure,Fantasy","When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom.","https://m.media-amazon.com/images/M/MV5BOGU3NTFmNjYtODc3Ny00MWEzLWI3M2ItZjE3NDgwMTI0MzkzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",6475714,https://www.imdb.com/title/tt6475714/,103 min,U,"8,309",7.8,Posters\6475714.jpg
Serenity,(I) (2019),"Drama,Mystery,Thriller",A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.,"https://m.media-amazon.com/images/M/MV5BY2VjNGFkZmUtMTI1MS00YmRiLTg1MmUtYzI0ODM1OWRkMjIyXkEyXkFqcGdeQXVyOTIxNTAyMzU@._V1_UX67_CR0,0,67,98_AL_.jpg",6476140,https://www.imdb.com/title/tt6476140/,106 min,R,"42,227",5.4,Posters\6476140.jpg
How I Met Your Mother,(2005–2014),Drama,A group of doctors at Chastain Memorial Hospital face personal and professional challenges on a daily basis.,"https://m.media-amazon.com/images/M/MV5BMTQ0MWEzZmEtYmViYS00Yjk3LTk0NTYtOWFiMGQzYmM3MzI5XkEyXkFqcGdeQXVyMTEwMTQ4MzU5._V1_UY98_CR5,0,67,98_AL_.jpg",6483832,https://www.imdb.com/title/tt6483832/,60 min,13,"81,825",7.8,Posters\6483832.jpg
Final Fantasy: The Spirits Within,(2001),"Animation,Action,Adventure",Docuseries chronicles the history of the storied Los Angeles Lakers NBA franchise.,"https://m.media-amazon.com/images/M/MV5BZGM2ZmJiNzAtZDQxYi00YTY2LWJjODctNDA5NzVhZWM1ZGQzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX67_CR0,0,67,98_AL_.jpg",6484074,https://www.imdb.com/title/tt6484074/,60 min,UA 16+,865,8.2,Posters\6484074.jpg
G.I. Joe: Retaliation,(2018–2019),"Comedy,Drama,Thriller","A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.","https://m.media-amazon.com/images/M/MV5BODUzODY1NzEtYjNiNy00NzEwLThhYzEtZGUxZjQ4MDRiNjY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6487482,https://www.imdb.com/title/tt6487482/,60 min,A,"87,389",6.7,Posters\6487482.jpg
Stronger,(2009),"Action,Sci-Fi,Thriller",The story of a couple whose marriage is reignited by their divorce.,"https://m.media-amazon.com/images/M/MV5BMTk1MzAwNTQyMV5BMl5BanBnXkFtZTgwMTI1NTM2NDM@._V1_UX67_CR0,0,67,98_AL_.jpg",6492236,https://www.imdb.com/title/tt6492236/,30 min,R,"49,280",6.2,Posters\6492236.jpg
Smoke Signals,(1998),"Comedy,Drama","It is the story of two wedding planners in Delhi, where tradition jostles with modern aspirations against the backdrop of big fat Indian weddings revealing many secrets and lies.","https://m.media-amazon.com/images/M/MV5BOTk0YTQxZjAtMWIxNy00YjYyLTg3MmQtMGI2ZjE4NTM1MGNlXkEyXkFqcGdeQXVyODQ5NDUwMDk@._V1_UX67_CR0,0,67,98_AL_.jpg",6494622,https://www.imdb.com/title/tt6494622/,269 min,18,"2,064",5.7,Posters\6494622.jpg
Boyhood,(I) (2014),Drama,"Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.","https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",6499752,https://www.imdb.com/title/tt6499752/,100 min,R,"35,796",7.0,Posters\6499752.jpg
The Brady Bunch Movie,(1995),Comedy,"Set in the distant future, a female astronaut, shipwrecked on the long-decimated Earth, must decide the fate of the wasteland's remaining populace.","https://m.media-amazon.com/images/M/MV5BOGYzYjg5NTQtOGQzZC00N2YxLWIwM2UtNDc1ZTdkYjQzNWZhXkEyXkFqcGdeQXVyMTM0ODMzMDcz._V1_UX67_CR0,0,67,98_AL_.jpg",6506264,https://www.imdb.com/title/tt6506264/,347 min,18+,"246,176",8.6,Posters\6506264.jpg
Angry Neighbors,(2022),Comedy,A grumpy novelist vows revenge when his wealthy neighbor builds a hideous mega-mansion next door.,"https://m.media-amazon.com/images/M/MV5BODAzNTBiMGYtOTc2ZC00NTdjLTkxMDAtODUyYWFjYzdhOWM4XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",6506346,https://www.imdb.com/title/tt6506346/,89 min,A,"14,528",5.7,Posters\6506346.jpg
Love Island,(2019– ),"Game-Show,Reality-TV",A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,"https://m.media-amazon.com/images/M/MV5BNWM0NGUxMzUtMjRlZS00OWZlLTlkZDMtMzJhOWVmZDY2ODczXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_UX67_CR0,0,67,98_AL_.jpg",6513120,https://www.imdb.com/title/tt6513120/,108 min,R,"5,006",5.7,Posters\6513120.jpg
Too Old to Die Young,(2019),"Crime,Drama,Thriller","Detective Martin Jones, who leads a double life as a killer for hire in Los Angeles' deadly underground, suffers an existential crisis which leads him deeper into a blood splattered world of violence.","https://m.media-amazon.com/images/M/MV5BMDBlYWVjZWItZjc4OS00MTk1LTgzYTgtMDExNjlkNGU4ZjE2XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX67_CR0,0,67,98_AL_.jpg",6517320,https://www.imdb.com/title/tt6517320/,108 min,A,"160,930",7.0,Posters\6517320.jpg
Open 24 Hours,(2018),Horror,"After setting her serial killer boyfriend on fire, a paranoid delusional woman gets a job at an all-night gas station.","https://m.media-amazon.com/images/M/MV5BNDU5ZTI1MjctNjU1NS00NjEzLTgyN2EtM2Y0NmM4MTBhYjU0XkEyXkFqcGdeQXVyMjM4ODY5OTM@._V1_UX67_CR0,0,67,98_AL_.jpg",6521776,https://www.imdb.com/title/tt6521776/,102 min,R,"3,982",5.8,Posters\6521776.jpg
Vikings,(2013–2020),"Animation,Comedy,Romance",Teenage friends find their lives upended by the wonders and horrors of puberty.,"https://m.media-amazon.com/images/M/MV5BYjcyMmYwNzEtNTgxYS00ZDVkLTg0YzEtNmUzNmQ1NzM2MzMxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",6524350,https://www.imdb.com/title/tt6524350/,42 min,13+,"22,969",7.1,Posters\6524350.jpg
Big Sky River,(2022 TV Movie),"Drama,Romance","A weathered Lieutenant, his police force, and a local vigilante are all caught up in a dangerous scheme involving a troubled, recently-arrested man who's linked to years of female abductions and murders.","https://m.media-amazon.com/images/M/MV5BYWRhZTI3YzMtYjVmMi00ZDMyLWE1MGQtMWI0OTU5MzJmNmU2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6533240,https://www.imdb.com/title/tt6533240/,116 min,R,"20,471",6.7,Posters\6533240.jpg
Haunt,(I) (2019),"Horror,Thriller","On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.","https://m.media-amazon.com/images/M/MV5BODczNzBhOWMtZGNlOS00YjBhLWI2ZDgtMzA2MjFkZmJhNTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",6535880,https://www.imdb.com/title/tt6535880/,92 min,R,"49,720",6.2,Posters\6535880.jpg
Embattled,(2020),"Action,Drama,Sport","A son aspires to follow in his famous MMA father's footsteps, but along his journey must figure out how to break the abusive cycle, if possible, that his father has continued.","https://m.media-amazon.com/images/M/MV5BOGFlYzEyZjUtZmM4Zi00ZGJjLWFjYTUtN2FhNDcwMDVkOTlmXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_UX67_CR0,0,67,98_AL_.jpg",6539992,https://www.imdb.com/title/tt6539992/,117 min,R,"3,242",6.5,Posters\6539992.jpg
Terminator Genisys,(2015),"Action,Adventure,Sci-Fi","Sarah is a young woman whose life is in a bit of a mess. The last thing she needs is someone else to look after. Yet, like it or not, her Grandmother has bequeathed her a very spoiled pug - Patrick. Surely she must have had her reasons?.","https://m.media-amazon.com/images/M/MV5BYWM0MDFmZDYtYTRiYy00Y2U4LWFkNjQtMDM0OGYxZjM2ZDZkXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX67_CR0,0,67,98_AL_.jpg",6542108,https://www.imdb.com/title/tt6542108/,94 min,UA 16+,"3,548",6.8,Posters\6542108.jpg
Schooled,(2019–2020),Comedy,"A spinoff of The Goldbergs set in the 1990s that follows the faculty of William Penn Academy who, despite their eccentricities and crazy personal lives, are heroes to their students.","https://m.media-amazon.com/images/M/MV5BYjVmYTNiOWQtMWMzYi00NTYxLThlZmUtOWFiYzZjMjRjYTFhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg",6546758,https://www.imdb.com/title/tt6546758/,30 min,UA 16+,"20,713",7.4,Posters\6546758.jpg
Believe,(2014),"Drama,Fantasy,Sci-Fi","An idealistic, attractive young couple acquires a stunning, life-like robot for guilt-free help; but, as the three grow closer, their perception of humanity will be altered forever.","https://m.media-amazon.com/images/M/MV5BNjJkYjgxOWItYjMwZi00Mjc0LTliZmUtYjM3NzY2MWEyYjU2XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY98_CR1,0,67,98_AL_.jpg",6547786,https://www.imdb.com/title/tt6547786/,114 min,R,"8,687",5.5,Posters\6547786.jpg
Blank Check,(1994),"Comedy,Crime,Family","Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.","https://m.media-amazon.com/images/M/MV5BYWQ0ZmE0ZjEtZDZjOC00ODQ4LTk1MGQtNTk3ZDdlY2RiODg1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6548228,https://www.imdb.com/title/tt6548228/,60 min,18,"47,012",7.5,Posters\6548228.jpg
Carmen Sandiego,(2019–2021),"Animation,Action,Adventure",A middle-aged house cleaner gets caught up in a violent crime after being hired to locate a client's estranged son.,"https://m.media-amazon.com/images/M/MV5BY2IxNTA0ZDktMTQ0Yi00ZjZlLWE0ZjQtNTVhYjQ0NmQzZmUxXkEyXkFqcGdeQXVyMzMzMDQ3MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",6550808,https://www.imdb.com/title/tt6550808/,89 min,16,"15,066",6.2,Posters\6550808.jpg
